name,RevT,DLM,TCF,TCT,UF,FTs,Size,Art
bus_mystery_traveller_survey_annual_results,2013-03-12,2011-12-11,,,annual,{u'': 2},19.7,2
northern_ireland_disability_living_allowance_summary_statistics,2013-09-28,2011-12-11,,,quarterly,{u'': 4},131.4,4
northern_ireland_attendance_allowance_summary_statistics,2013-09-28,2011-12-11,,,quarterly,{u'': 3},98.5,3
division_16,2013-11-02,2011-12-11,,,,{u'': 3},45.2,3
division_17,2013-11-02,2011-12-11,,,,{u'': 3},45.3,3
division_28,2013-11-02,2011-12-11,,,,{u'': 3},45.4,3
division_10,2013-11-02,2011-12-11,,,,{u'': 3},44.9,3
division_15,2013-11-02,2011-12-11,,,,{u'': 3},45.4,3
division_12,2013-11-02,2011-12-11,,,,{u'': 3},44.8,3
financial_crisis_and_statitical_classification,2013-11-02,2011-12-11,,,,{u'': 1},15.1,1
adoptions_in_england_and_wales,2013-11-01,2011-12-11,,,,{u'': 5},90.0,5
stroke_and_transient_ischaemic_attack_tia_pct_performance_data_from_vsmr,2013-04-13,2011-12-11,,,quarterly,{u'': 2},3.2,2
surgical_profiles_for_scottish_nhs_boards,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
labour_market_participation_of_households_for_local_areas,2013-03-23,2011-12-11,,,annual,{u'': 1},16.4,1
small_and_medium_sized_enterprise_statistics_sme_for_the_uk_and_regions,2013-06-19,2011-12-11,,,,{u'': 2},29.6,2
cultural_and_leisure_activities_and_events-impact_of_the_economic_downturn_on_participation_and_atte,2013-03-11,2011-12-11,,,,{u'': 1},0.0,1
short-term_migration_estimates_for_local_authorities_in_england_wales,2013-03-23,2011-12-11,,,,{u'': 1},16.4,1
domiciliary_care_providers_northern_ireland,2013-08-30,2011-12-11,,,,{u'': 1},26.5,1
statistics_from_the_substitute_prescribing_database,2013-03-11,2011-12-11,,,,{u'': 2},0.1,2
statistics_on_smoking_cessation_services_in_northern_ireland,2013-11-09,2011-12-11,,,,{u'': 3},27.3,3
views_on_the_public_record_office_of_northern_ireland,2013-11-09,2011-12-11,,,,{u'': 2},20.3,2
best_value_performance_indicators_for_the_fire_and_rescue_service,2013-04-12,2011-12-11,,,,{u'': 1},1.7,1
registrar_general_quarterly_report_northern_ireland,2013-10-05,2011-12-11,,,quarterly,{u'': 17},491.1,17
alcohol_attributable_mortality_and_morbidity-alcohol_population_attributable_fractions_for_scotland,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
northern_ireland_construction_bulletin,2013-10-19,2011-12-11,,,,{u'': 19},667.3,19
domiciliary_care_services_for_adults_northern_ireland,2013-10-11,2011-12-11,,,,{u'': 5},143.0,5
police_service_of_northern_ireland_annual_statistics-security_and_terrorism_in_northern_ireland,2013-10-26,2011-12-11,,,annual,{u'': 4},64.7,4
police_service_northern_ireland_annual_statistics-recorded_crime_in_northern_ireland,2013-10-26,2011-12-11,,,annual,{u'': 2},32.4,2
vocational_qualifications_in_the_uk,2013-06-19,2011-12-11,,,,{u'': 2},22.7,2
high_level_indicators_of_energy_use_at_regional_and_local_authority_level,2013-04-13,2011-12-11,,,,{u'': 2},3.2,2
health_profile_of_england,2013-04-13,2011-12-11,,,,{u'': 2},3.3,2
alcohol_statistics_scotland,2013-06-19,2011-12-11,,,,{u'': 3},0.3,3
citizenship_survey-volunteering_and_charitable_giving_topic_report,2013-11-16,2011-12-11,,,,{u'': 1},74.8,1
children_looked_after_statistics_scotland,2013-11-16,2011-12-11,,,,{u'': 3},57.7,3
code_for_sustainable_homes_and_energy_performance_of_buildings,2013-11-16,2011-12-11,,,,{u'': 10},276.1,10
child_death_reviews_completed_in_england,2013-11-16,2011-12-11,,,,{u'': 3},87.7,3
child_healthy_weight_interventions,2013-11-16,2011-12-11,,,,{u'': 4},77.6,4
class_sizes_in_primary_schools_wales,2013-11-16,2011-12-11,,,,{u'': 4},167.2,4
northern_ireland_housing_statistics,2013-10-26,2011-12-11,,,,{u'': 3},74.8,3
excess_winter_mortality_in_england_and_wales,2013-11-02,2011-12-11,,,annual,{u'': 3},61.7,3
size_and_performance_of_the_northern_ireland_food_and_drinks_processing_sector_subsector_statistics_,2013-09-28,2011-12-11,,,,{u'': 1},0.3,1
excess_winter_mortality_in_northern_ireland,2013-09-01,2011-12-11,,,monthly,{u'': 2},30.2,2
msoa_population_turnover_rates,2013-11-02,2011-12-11,,,,{u'': 1},15.4,1
the_uk_fishing_industry-landings,2013-11-02,2011-12-11,,,,{u'': 2},63.3,2
weekly_data_on_births_and_deaths_registered_in_scotland_,2013-09-14,2011-12-11,,,quarterly,{u'': 10},149.4,10
war_pensions_statistics,2013-10-26,2011-12-11,,,,{u'': 3},53.7,3
life_expectancy_at_birth_and_at_age_65_for_health_areas_in_the_united_kingdom,2013-11-02,2011-12-11,,,,{u'': 1},16.2,1
teenage_and_young_adult_cancers_tyac_in_scotland,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
childhood_cancers_in_scotland,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
environmental_tax_bulletin,2012-11-15,2011-12-11,,,,{u'': 1},0.0,1
further_parental_characteristics_england_and_wales,2013-11-09,2011-12-11,,,,{u'': 3},63.0,3
characteristics_of_mother_2_england_and_wales,2013-11-09,2011-12-11,,,,{u'': 3},61.6,3
alcohol_related_deaths_in_northern_ireland,2013-11-08,2011-12-11,,,,{u'': 4},110.4,4
average_age_of_withdrawal_from_the_labour_market,2013-11-08,2011-12-11,,,,{u'': 2},30.7,2
characteristics_of_birth_2_england_and_wales,2013-11-01,2011-12-11,,,monthly,{u'': 3},60.9,3
business_payment_support_service_official_statistics,2013-10-25,2011-12-11,,,,{u'': 4},83.5,4
index_of_labour_costs_per_hour_experimental,2013-11-09,2011-12-11,,,,{u'': 14},220.3,14
anti-social_behaviour_family_intervention_projects,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
labour_market_statisitcs,2013-11-02,2011-12-11,,,,{u'': 1},20.2,1
division_29,2013-11-02,2011-12-11,,,,{u'': 3},45.8,3
division_25,2013-11-02,2011-12-11,,,,{u'': 3},46.5,3
division_26,2013-11-02,2011-12-11,,,,{u'': 3},45.9,3
division_20,2013-11-02,2011-12-11,,,,{u'': 3},45.6,3
division_24,2013-11-02,2011-12-11,,,,{u'': 3},44.8,3
division_23,2013-11-02,2011-12-11,,,,{u'': 3},45.7,3
division_22,2013-11-02,2011-12-11,,,,{u'': 3},45.3,3
division_21,2013-11-02,2011-12-11,,,,{u'': 3},46.5,3
revenue-based_taxes_and_benefits-personal_and_stakeholder_pensions_by_tax_year,2013-10-26,2011-12-11,,,,{u'': 2},41.7,2
northern_ireland_client_group_analysis,2013-08-31,2011-12-11,,,,{u'': 1},30.0,1
sub-northern_ireland_population_projections,2013-11-09,2011-12-11,,,,{u'': 1},57.3,1
migration_indicators_for_local_authority_areas,2013-03-23,2011-12-11,,,,{u'': 1},16.4,1
local_information_on_alcohol_and_drugs,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
vital_signs_monitoring,2013-04-13,2011-12-11,,,quarterly,{u'': 6},9.5,6
national_diet_and_nutrition_survey_rolling_programme,2013-10-26,2011-12-11,,,,{u'': 1},39.9,1
department_of_finance_and_personnel_northern_ireland_customer_survey_,2013-06-19,2011-12-11,,,,{u'': 1},79.5,1
citizenship_survey-race_religion_and_equalities_topic_report,2013-04-12,2011-12-11,,,,{u'': 1},1.7,1
ni_54-parental_experiences_of_services_provided_to_disabled_children,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
animal_health_planning_in_england-results_from_the_farm_business_survey,,2011-12-11,,,,{u'': 1},0.0,1
non-food_crop_areas,,2011-12-11,,,,{u'': 1},0.0,1
national_primary_care_workforce_planning_survey,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
2008_injury_road_traffic_collisions_in_northern_ireland,2013-10-25,2011-12-11,,,,{u'': 1},16.2,1
her_majestys_courts_service_court_user_survey,2013-04-13,2011-12-11,,,,{u'': 2},98.6,2
northern_ireland_population_projections,2013-11-09,2011-12-11,,,,{u'': 2},57.7,2
dso_indicator_210_and_211_supporting_people,,2011-12-11,,,,{u'': 1},0.0,1
extent_of_retail_development_taking_place_within_town_centres_in_england,,2011-12-11,,,,{},0.0,0
continuous_household_survey_bulletin,2013-07-05,2011-12-11,,,,{u'': 4},111.5,4
mid-year_population_estimates_for_northern_ireland,2013-10-12,2011-12-11,,,,{u'': 6},194.3,6
the_patient_journey_post_hip_fracture-what_constitutes_rehabilitation,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
smoking_cessation,2013-06-19,2011-12-11,,,,{u'': 2},0.2,2
employment_rate_gap_between_deprived_and_non-deprived_neighbourhoods,,2011-12-11,,,annual,{},0.0,0
life_expectancy_at_birth,,2011-12-11,,,,{},0.0,0
gross_domestic_expenditure_on_research_and_development,2013-11-02,2011-12-11,,,,{u'': 5},80.2,5
statistics_from_the_northern_ireland_drug_addicts_index,2013-03-12,2011-12-11,,,,{u'': 3},0.1,3
conception_summary_tables_england_and_wales_provisional,2013-11-01,2011-12-11,,,annual,{u'': 3},51.4,3
population_estimates_by_ethnic_group_experimental,2013-11-02,2011-12-11,,,,{u'': 3},48.7,3
children_educated_outwith_school_and_pupil_projections_scotland,2013-11-16,2011-12-11,,,,{u'': 2},39.7,2
childrens_centres_inspections_and_outcomes,2013-11-16,2011-12-11,,,,{u'': 2},110.2,2
child_poverty_in_wales,2013-11-16,2011-12-11,,,,{u'': 4},168.9,4
civil_judicial_statistics_scotland,2013-11-16,2011-12-11,,,,{u'': 2},41.7,2
hours_worked_in_the_labour_market,2013-11-02,2011-12-11,,,,{u'': 1},16.3,1
pay_statistics_for_the_northern_ireland_civil_service,2013-06-19,2011-12-11,,,,{u'': 2},9.5,2
news_release,2013-11-02,2011-12-11,,,,{u'': 3},43.0,3
sustainable_tourism,2013-11-09,2011-12-11,,,,{u'': 1},15.8,1
leading_causes_of_death,2013-11-02,2011-12-11,,,,{u'': 1},15.1,1
life_expectancy_for_areas_in_scotland,2013-06-19,2011-12-11,,,,{u'': 1},12.4,1
social_capital_indicators,2013-11-09,2011-12-11,,,,{u'': 1},14.9,1
quality_of_ethnicity_and_gestation_data_subnationally_for_births_and_infant_deaths_in_england_and_wa,2013-11-02,2011-12-11,,,,{u'': 1},16.9,1
time-use_surveys_and_the_measurement_of_national_well-being,2013-11-09,2011-12-11,,,,{u'': 1},16.1,1
family_intervention_projects,2013-06-19,2011-12-11,,,,{u'': 1},31.1,1
nisra_customer_survey-high_level_results,2013-09-01,2011-12-11,,,,{u'': 3},19.4,3
monthly_data_on_deaths_registered_in_scotland,2013-09-14,2011-12-11,,,monthly,{u'': 11},159.8,11
injury_and_poisoning_mortality_in_england_and_wales,2013-11-02,2011-12-11,,,annual,{u'': 3},62.6,3
weekly_data_on_births_and_deaths_registered_in_scotland,2013-06-19,2011-12-11,,,quarterly,{u'': 1},15.6,1
the_20th_century_mortality_files,2013-11-02,2011-12-11,,,,{u'': 1},14.8,1
labour_force_survey_non-response,2013-11-02,2011-12-11,,,,{u'': 1},14.5,1
business_register_employment_survey,2013-11-08,2011-12-11,,,,{u'': 9},154.0,9
cohort_fertility_england_and_wales,2013-11-09,2011-12-11,,,,{u'': 4},71.0,4
integrated_household_survey_2008,2013-03-23,2011-12-11,,,,{u'': 2},32.8,2
baby_names_england_and_wales,2013-11-01,2011-12-11,,,,{u'': 20},333.5,20
national_drug_treatment_monitoring_system,2013-11-09,2011-12-11,,,,{u'': 1},12.9,1
young_people_aged_10-17_receiving_their_first_reprimand_warning_or_conviction,2013-04-13,2011-12-11,,,,{u'': 1},49.3,1
school_capacity,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
bus_mystery_traveller_survey,2013-03-11,2011-12-11,,,,{u'': 1},9.8,1
acute_and_non-acute_delayed_transfers_of_care-monthly_situation_reports,2013-06-19,2011-12-11,,,monthly,{u'': 31},822.4,31
family_resources_survey_reports_northern_ireland,2013-11-02,2011-12-11,,,,{u'': 3},80.5,3
survey_of_domiciliary_care_users_in_northern_ireland_2009,2013-11-09,2011-12-11,,,,{u'': 1},26.8,1
deaths_related_to_drug_poisoning,2013-11-02,2011-12-11,,,,{u'': 3},52.6,3
division_14,2013-11-02,2011-12-11,,,,{u'': 3},44.9,3
division_11,2013-11-02,2011-12-11,,,,{u'': 3},44.7,3
experience_of_museums_in_northern_ireland_findings_from_the_continuous_household_survey_2008-09_dcal,2013-03-11,2011-12-11,,,,{u'': 1},0.0,1
division_13,2013-11-02,2011-12-11,,,,{u'': 3},44.6,3
division_33,2013-11-02,2011-12-11,,,,{u'': 3},45.6,3
division_19,2013-11-02,2011-12-11,,,,{u'': 3},45.5,3
experience_of_library_usage_in_northern_ireland-findings_from_the_northern_ireland_continuous_househ,2013-03-11,2011-12-11,,,,{u'': 1},0.0,1
participation_in_sport_and_physical_recreation_in_northern_ireland,2013-03-11,2011-12-11,,,,{u'': 1},0.0,1
experience_of_sport_and_physical_activity_in_northern_ireland-findings_from_the_continuous_household,2013-03-11,2011-12-11,,,,{u'': 1},0.0,1
indicators_on_breastfeeding_smoking_and_obesity,2013-04-13,2011-12-11,,,quarterly,{u'': 1},1.7,1
household_projections_for_scotland,2013-06-29,2011-12-11,,,,{u'': 2},26.7,2
provisional_information_on_the_provision_of_injecting_equipment_in_scotland,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
child_mortality_statistics-childhood_infant_and_perinatal,2013-11-01,2011-12-11,,,annual,{u'': 4},87.7,4
reoffending_of_juveniles_england_and_wales,2013-04-13,2011-12-11,,,quarterly,{u'': 3},147.9,3
deaths_in_northern_ireland,2013-07-26,2011-12-11,,,,{u'': 4},115.0,4
births_in_northern_ireland,2013-07-26,2011-12-11,,,,{u'': 4},115.0,4
individual_scale_point_results_for_the_early_years_foundation_stage_profile_eyfsp,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
additional_student_support_release,2013-04-12,2011-12-11,,,annual,{u'': 2},27.6,2
local_authority_measures_for_national_indicators_supported_by_the_tellus4_survey,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
division_32,2013-11-02,2011-12-11,,,,{u'': 3},44.6,3
division_30,2013-11-02,2011-12-11,,,,{u'': 3},45.3,3
division_18,2013-11-02,2011-12-11,,,,{u'': 3},45.3,3
population_projections_for_scottish_areas,2013-06-19,2011-12-11,,,,{u'': 2},26.4,2
ni_103-special_educational_needs_statements_issued_within_26_weeks,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
national_statisticians_annual_article_on_the_population,2013-03-23,2011-12-11,,,annual,{u'': 1},16.4,1
wealth_in_great_britain,2013-11-09,2011-12-11,,,,{u'': 1},16.5,1
annual_report_of_the_registrar_general_northern_ireland,2013-07-26,2011-12-11,,,annual,{u'': 4},42.9,4
migration_statistics,2013-11-09,2011-12-11,,,annual,{u'': 1},15.0,1
citizenship_survey-technical_report,,2011-12-11,,,,{},0.0,0
national_curriculum_teacher_assessments_at_key_stage_2_and_3_in_england,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
projected_population_of_scotland,2013-11-09,2011-12-11,,,,{u'': 2},26.5,2
indicative_npf_results_2009,2013-03-11,2011-12-11,,,,{u'': 1},27.1,1
young_people_and_sport,2013-03-11,2011-12-11,,,,{u'': 1},0.0,1
population_estimates_of_the_very_elderly_experimental,2013-03-23,2011-12-11,,,,{u'': 2},32.8,2
regional_insolvency_statistics,2013-11-02,2011-12-11,,,annual,{u'': 4},84.5,4
probability_of_survival_to_age_75_for_local_authorities_in_england_and_wales,2013-11-02,2011-12-11,,,,{u'': 2},33.5,2
population_and_household_projections_for_scotlands_strategic_development_planning_areas,2013-03-11,2011-12-11,,,,{u'': 1},0.3,1
ukcemga_annual_report_2008-09,2013-03-23,2011-12-11,,,annual,{u'': 1},16.4,1
monthly_births_and_deaths_northern_ireland,2013-09-30,2011-12-11,,,monthly,{u'': 49},2242.5,49
drug_use_in_ireland_and_northern_ireland-drug_prevalence_survey-polydrug_use_results,2013-03-11,2011-12-11,,,,{u'': 1},0.0,1
trends_in_perinatal_mortality_in_scotland,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
report_and_analysis_of_the_experience_of_patients_in_black_and_minority_ethnic_groups,2013-04-13,2011-12-11,,,,{u'': 1},1.7,1
adoption_of_looked_after_children_northern_ireland,2013-08-30,2011-12-11,,,,{u'': 1},25.9,1
drug_use_in_ireland_and_northern_ireland_drug_prevalence_survey-sedatives_or_tranquillisers_and_anti,2013-03-11,2011-12-11,,,,{u'': 1},0.0,1
quality_indicators_of_electricity_and_gas_use_at_regional_and_local_authority_level,2013-04-13,2011-12-11,,,,{u'': 1},1.6,1
childcare_and_early_years_providers_survey,2013-11-16,2011-12-11,,,,{u'': 1},32.4,1
children_order_bulletin,2013-11-16,2011-12-11,,,,{u'': 5},274.5,5
childhood_immunisation_statistics,2013-11-16,2011-12-11,,,quarterly,{u'': 13},795.3,13
blue_book_2011-improvements_to_household_expenditure_estimates,2013-11-01,2011-12-11,,,,{u'': 1},15.3,1
fertility_summary,2013-11-09,2011-12-11,,,,{u'': 1},15.1,1
mental_health_community_teams_activity,2013-06-19,2011-12-11,,,quarterly,{u'': 8},202.4,8
economic_review,2013-11-02,2011-12-11,,,,{u'': 22},328.9,22
input-output_analytical_tables,2013-11-02,2011-12-11,,,annual,{u'': 1},14.2,1
quarterly_traffic_estimates,2013-06-19,2011-12-11,,,quarterly,{u'': 1},56.5,1
integrated_performance_measures_monitoring,2013-10-01,2011-12-11,,,,{u'': 7},263.0,7
vital_events_reference_tables,2013-10-01,2011-12-11,,,,{u'': 3},48.7,3
uk_armed_forces_mental_health_annual_summary,2013-10-26,2011-12-11,,,annual,{u'': 2},17.9,2
emissions_and_removals_of_greenhouse_gases_from_land_use_land_use_change_and_forestry_lulucf_for_nor,2013-06-20,2011-12-11,,,,{u'': 1},17.5,1
changes_to_regional_and_economic_performance_indicators_2011,2013-10-25,2011-12-11,,,,{u'': 1},34.9,1
how_indirect_taxes_can_be_regressive_and_progressive,2013-11-09,2011-12-11,,,,{u'': 1},15.7,1
youth_justice_board_caseload_statistics,2013-04-13,2011-12-11,,,annual,{u'': 1},49.3,1
results_of_the_icd-10_v2010_bridge_coding_study_england_and_wales_2009,2013-11-02,2011-12-11,,,,{u'': 1},16.5,1
special_area_population_estimates_by_simd_urban_rural_nuts2_and_wpc,2013-09-01,2011-12-11,,,,{u'': 2},24.3,2
ae_and_ambulance_weekly_data,2013-04-12,2011-12-11,,,,{u'': 26},44.5,26
excess_winter_mortality,2013-03-22,2011-12-11,,,annual,{u'': 2},32.8,2
uk_output_income_and_expenditure_,2013-03-23,2011-12-11,,,,{u'': 2},32.8,2
characteristics_of_birth_1_england_and_wales,2013-11-01,2011-12-11,,,quarterly,{u'': 4},83.3,4
ae_activity_cancelled_operations_and_critical_care_bed_capacity-monthly_situation_reports,2013-04-12,2011-12-11,,,monthly,{u'': 3},4.8,3
sub-regional_public_and_private_sector_employee_job_estimates,2013-06-19,2011-12-11,,,annual,{u'': 1},13.7,1
infant_and_perinatal_mortality_summary_tables_england_and_wales,2013-11-02,2011-12-11,,,,{u'': 2},32.9,2
pe_and_sport_survey_-,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
life_expectancy_in_administrative_areas_of_scotland,2013-03-11,2011-12-11,,,,{u'': 1},0.3,1
continuous_household_survey_2008-09,2013-11-01,2011-12-11,,,,{u'': 1},25.4,1
indicators_on_breastfeeding_and_smoking,2013-04-13,2011-12-11,,,quarterly,{u'': 6},10.2,6
provisional_international_passenger_survey_ips_estimates_of_long-term_international_migration,2013-11-02,2011-12-11,,,quarterly,{u'': 2},33.0,2
preventable_child_deaths_in_england_-,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
cancer_survival_by_gor_sha_and_cancer_network,2013-11-01,2011-12-11,,,,{u'': 4},64.1,4
the_northern_ireland_prison_population,2013-10-26,2011-12-11,,,,{u'': 2},56.4,2
equality_statistics_for_the_northern_ireland_civil_service,2013-11-09,2011-12-11,,,,{u'': 3},11.7,3
youth_crime_-,2013-06-19,2011-12-11,,,monthly,{u'': 1},11.4,1
delivery_of_sure_start_children_centres,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
cereal_stocks_england_and_wales,,2011-12-11,,,,{u'': 1},0.0,1
population_estimates_for_scotland,2013-06-19,2011-12-11,,,,{u'': 2},12.9,2
data_quality_assurance_assessment_of_maternity_data_smr02,2013-06-19,2011-12-11,,,,{u'': 1},0.1,1
national_indicator_86,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
national_indicators_93_and_94-percentage_of_pupils_making_two_levels_of_progress_in_english_and_in_m,2013-06-19,2011-12-11,,,,{u'': 1},11.4,1
statistical_surveys_of_businesses_carried_out_by_northern_ireland_departments,2013-09-01,2011-12-11,,,,{u'': 4},25.8,4
attitudes_values_and_perceptions-muslims_and_the_general_population,,2011-12-11,,,,{},0.0,0
green_space_skills,2013-06-19,2011-12-11,,,,{u'': 1},50.0,1
northern_ireland_fireworks_injuries,2013-09-21,2011-12-11,,,,{u'': 4},77.5,4
provisional_farm_income_news_release_northern_ireland,2013-06-23,2011-12-11,,,,{u'': 2},43.6,2
children_in_out-of-work_benefit_households_,2013-06-19,2011-12-11,,,,{u'': 1},0.8,1
regional_short_term_indicators_pilot_experimental,2013-11-02,2011-12-11,,,quarterly,{u'': 1},15.5,1
percentage_change_in_average_weekly_earnings_in_primary_urban_areas,,2011-12-11,,,,{},0.0,0
personnel_statistics_for_northern_ireland_departments,2013-06-19,2011-12-11,,,,{u'': 2},86.4,2
occupational_mortality_in_england_and_wales,2013-11-02,2011-12-11,,,,{u'': 2},32.7,2
percentage_change_in_the_employment_rate_in_primary_urban_areas,,2011-12-11,,,,{},0.0,0
statistics_from_the_northern_ireland_drug_misuse_database,2013-11-09,2011-12-11,,,monthly,{u'': 3},39.8,3
milk_production_northern_ireland,2013-06-23,2011-12-11,,,monthly,{u'': 1},20.2,1
